ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0008289,lipid binding,8/668,22/10114,4.8385687711407297e-5,0.0010428707582488873,8.66651599652815e-4,MGG_00853/MGG_02958/MGG_04616/MGG_08135/MGG_09947/MGG_11490/MGG_12832/MGG_17877,8
GO:0005874,microtubule,11/668,41/10114,4.8789275239714026e-5,0.0010428707582488873,8.66651599652815e-4,MGG_01757/MGG_02425/MGG_02522/MGG_02875/MGG_03567/MGG_04185/MGG_04366/MGG_04472/MGG_05060/MGG_07129/MGG_07143,11
GO:0003774,motor activity,7/668,19/10114,1.3273569018076766e-4,0.0025219781134345857,0.002095826687064753,MGG_00748/MGG_01757/MGG_02425/MGG_04366/MGG_05060/MGG_13013/MGG_13014,7
GO:0006897,endocytosis,7/668,19/10114,1.3273569018076766e-4,0.0025219781134345857,0.002095826687064753,MGG_04616/MGG_04955/MGG_05315/MGG_05626/MGG_06649/MGG_12839/MGG_12862,7
GO:0004674,protein serine/threonine kinase activity,18/668,104/10114,1.406376412155254e-4,0.0025314775418794574,0.002103720948930297,MGG_00345/MGG_00760/MGG_01196/MGG_01279/MGG_01795/MGG_02757/MGG_02944/MGG_03937/MGG_05220/MGG_06393/MGG_06421/MGG_07012/MGG_07291/MGG_08689/MGG_11326/MGG_14773/MGG_15156/MGG_15988,18
GO:0005768,endosome,8/668,26/10114,1.8662801854063245e-4,0.0031913391170448153,0.0026520823687353036,MGG_00455/MGG_01704/MGG_05626/MGG_06649/MGG_07037/MGG_07151/MGG_12832/MGG_12839,8
GO:0010008,endosome membrane,7/668,21/10114,2.7264638911757494e-4,0.004271795717507997,0.003549968740311355,MGG_00455/MGG_05626/MGG_06649/MGG_07037/MGG_09210/MGG_12832/MGG_12839,7
GO:0003676,nucleic acid binding,43/668,376/10114,2.747938765648419e-4,0.004271795717507997,0.003549968740311355,MGG_00444/MGG_00504/MGG_00896/MGG_01000/MGG_01012/MGG_01207/MGG_01746/MGG_01781/MGG_02580/MGG_02730/MGG_02741/MGG_03017/MGG_03053/MGG_03218/MGG_03451/MGG_03506/MGG_04399/MGG_04405/MGG_04472/MGG_04523/MGG_04589/MGG_04621/MGG_04709/MGG_04727/MGG_05133/MGG_05264/MGG_05287/MGG_05307/MGG_05375/MGG_06005/MGG_06124/MGG_06318/MGG_07147/MGG_07203/MGG_08741/MGG_08757/MGG_09553/MGG_09701/MGG_10162/MGG_11457/MGG_11466/MGG_12972/MGG_15532,43
GO:0003743,translation initiation factor activity,10/668,43/10114,3.85640016983798e-4,0.005495370242019122,0.004566789674808135,MGG_00847/MGG_01207/MGG_01549/MGG_05134/MGG_05264/MGG_06066/MGG_10192/MGG_12177/MGG_12301/MGG_16895,10
GO:0006413,translational initiation,10/668,43/10114,3.85640016983798e-4,0.005495370242019122,0.004566789674808135,MGG_00847/MGG_01207/MGG_01549/MGG_05264/MGG_06066/MGG_08180/MGG_10192/MGG_12177/MGG_12301/MGG_16895,10
GO:0008047,enzyme activator activity,5/668,11/10114,4.0922982205374424e-4,0.005598263965695221,0.004652296924400462,MGG_04377/MGG_05522/MGG_06390/MGG_06924/MGG_09531,5
GO:0003677,DNA binding,45/668,410/10114,4.962670374467696e-4,0.006482507148914252,0.0053871250544993785,MGG_00136/MGG_00169/MGG_00354/MGG_00692/MGG_00704/MGG_00780/MGG_00976/MGG_01012/MGG_01204/MGG_01325/MGG_01641/MGG_01659/MGG_01661/MGG_02493/MGG_03161/MGG_03204/MGG_03288/MGG_04410/MGG_04421/MGG_04589/MGG_04652/MGG_04878/MGG_06014/MGG_06162/MGG_06960/MGG_07450/MGG_07681/MGG_08186/MGG_08199/MGG_08757/MGG_09004/MGG_09293/MGG_09903/MGG_09917/MGG_10150/MGG_10741/MGG_11130/MGG_11196/MGG_12130/MGG_12750/MGG_12865/MGG_13532/MGG_14496/MGG_14558/MGG_17841,45
GO:0005643,nuclear pore,7/668,23/10114,5.117768801774409e-4,0.006482507148914252,0.0053871250544993785,MGG_02916/MGG_04831/MGG_05095/MGG_06297/MGG_06426/MGG_07338/MGG_08590,7
GO:0006869,lipid transport,6/668,17/10114,5.348924799971714e-4,0.006533329577108307,0.005429359759369786,MGG_00819/MGG_02958/MGG_09947/MGG_11490/MGG_16734/MGG_17877,6
GO:0017056,structural constituent of nuclear pore,5/668,12/10114,6.635669533376489e-4,0.007825513725568134,0.006503197001857177,MGG_04528/MGG_05095/MGG_06297/MGG_06426/MGG_08590,5
GO:0005096,GTPase activator activity,7/668,25/10114,8.936390433720063e-4,0.010187485094440871,0.008466054095103218,MGG_01472/MGG_01745/MGG_04377/MGG_04954/MGG_06390/MGG_09531/MGG_14823,7
GO:0005819,spindle,5/668,13/10114,0.0010200342146010788,0.01125328069011513,0.009351756806189857,MGG_01835/MGG_02522/MGG_03567/MGG_04185/MGG_07143,5
GO:0046854,phosphatidylinositol phosphate biosynthetic process,5/668,14/10114,0.0015011350313899044,0.016043380647979603,0.01333244929194981,MGG_04549/MGG_06572/MGG_07151/MGG_12862/MGG_14757,5
GO:0007049,cell cycle,11/668,60/10114,0.0016803340044550426,0.017414370591624987,0.014471776114923812,MGG_01549/MGG_03087/MGG_03567/MGG_03991/MGG_04185/MGG_04637/MGG_06726/MGG_07143/MGG_08841/MGG_09554/MGG_11473,11
GO:0006397,mRNA processing,14/668,88/10114,0.0017641008563187236,0.01774477920179422,0.014746353907308217,MGG_01468/MGG_03265/MGG_05174/MGG_05990/MGG_06342/MGG_06505/MGG_07147/MGG_08804/MGG_08861/MGG_09889/MGG_13154/MGG_14969/MGG_15532/MGG_15988,14
GO:0006914,autophagy,7/668,28/10114,0.0018507329085791372,0.018084304420973286,0.015028507829063672,MGG_03459/MGG_06393/MGG_07667/MGG_11340/MGG_12141/MGG_12832/MGG_16734,7
GO:0005886,plasma membrane,12/668,70/10114,0.0019232628903402813,0.01827099745823267,0.015183654397423274,MGG_01047/MGG_02630/MGG_03741/MGG_05211/MGG_05626/MGG_06064/MGG_06649/MGG_07151/MGG_10322/MGG_12839/MGG_13013/MGG_13014,12
GO:0000329,fungal-type vacuole membrane,6/668,22/10114,0.0024273417402576815,0.022436510139679112,0.018645299285051892,MGG_02464/MGG_03101/MGG_03244/MGG_05299/MGG_08827/MGG_14773,6
GO:0006338,chromatin remodeling,7/668,30/10114,0.0028356359616742216,0.023877277447777803,0.019842612837488484,MGG_01012/MGG_04589/MGG_06315/MGG_07267/MGG_10538/MGG_11512/MGG_13532,7
GO:0032153,cell division site,4/668,10/10114,0.0028718497921426116,0.023877277447777803,0.019842612837488484,MGG_01279/MGG_02757/MGG_06361/MGG_06924,4
GO:1990939,ATP-dependent microtubule motor activity,4/668,10/10114,0.0028718497921426116,0.023877277447777803,0.019842612837488484,MGG_01757/MGG_02425/MGG_04366/MGG_05060,4
GO:0007034,vacuolar transport,5/668,16/10114,0.002932297230428853,0.023877277447777803,0.019842612837488484,MGG_00852/MGG_03477/MGG_04955/MGG_05208/MGG_08827,5
GO:0007154,cell communication,5/668,16/10114,0.002932297230428853,0.023877277447777803,0.019842612837488484,MGG_00960/MGG_01434/MGG_01702/MGG_06628/MGG_12832,5
GO:0004871,obsolete signal transducer activity,6/668,23/10114,0.003103423455580124,0.024683042367637267,0.020512223574213794,MGG_00211/MGG_00345/MGG_05332/MGG_07312/MGG_11174/MGG_12377,6
GO:0006468,protein phosphorylation,18/668,135/10114,0.003295023818611945,0.025611321499211026,0.02128364667524462,MGG_00345/MGG_00760/MGG_01196/MGG_01279/MGG_01795/MGG_02757/MGG_02944/MGG_03937/MGG_05220/MGG_06393/MGG_06421/MGG_07012/MGG_07291/MGG_08689/MGG_11326/MGG_14773/MGG_15156/MGG_15988,18
GO:0016311,dephosphorylation,10/668,57/10114,0.0037663455043427125,0.028001960054026255,0.023270326914703262,MGG_01311/MGG_03646/MGG_03661/MGG_04637/MGG_05299/MGG_05650/MGG_06001/MGG_08005/MGG_09898/MGG_16443,10
GO:0051301,cell division,10/668,57/10114,0.0037663455043427125,0.028001960054026255,0.023270326914703262,MGG_02522/MGG_03087/MGG_03567/MGG_04185/MGG_04637/MGG_05193/MGG_06465/MGG_07143/MGG_08841/MGG_09554,10
GO:0000160,phosphorelay signal transduction system,5/668,17/10114,0.00393121587644204,0.028605868717939947,0.02377219007031021,MGG_00345/MGG_07312/MGG_07517/MGG_11174/MGG_12377,5
GO:0016772,"transferase activity, transferring phosphorus-containing groups",21/668,173/10114,0.004909537424182378,0.03438332740301108,0.02857340227397043,MGG_00345/MGG_00760/MGG_01196/MGG_01279/MGG_01795/MGG_02757/MGG_02944/MGG_03007/MGG_04987/MGG_05220/MGG_06421/MGG_07012/MGG_07291/MGG_07312/MGG_08689/MGG_11174/MGG_11326/MGG_12862/MGG_14773/MGG_15156/MGG_15988,21
GO:0016791,phosphatase activity,9/668,50/10114,0.004926266206864161,0.03438332740301108,0.02857340227397043,MGG_03646/MGG_03661/MGG_04549/MGG_04637/MGG_05299/MGG_06001/MGG_08005/MGG_09898/MGG_16443,9
GO:0106310,protein serine kinase activity,6/668,26/10114,0.005976142204601565,0.040876812679474704,0.03396965042615627,MGG_01279/MGG_01795/MGG_06393/MGG_08689/MGG_15156/MGG_15988,6
GO:0016757,glycosyltransferase activity,13/668,92/10114,0.007173622401595162,0.04777117947732896,0.03969904111689388,MGG_00164/MGG_01819/MGG_02954/MGG_04427/MGG_06064/MGG_07493/MGG_08613/MGG_08862/MGG_09639/MGG_13013/MGG_13014/MGG_15527/MGG_17399,13
GO:0016758,hexosyltransferase activity,6/668,27/10114,0.007263454189535398,0.04777117947732896,0.03969904111689388,MGG_00164/MGG_03459/MGG_03643/MGG_06064/MGG_13013/MGG_13014,6
